name,division,date_fallen,description,english_name,image_url,location,job,tag,custom-number,formatted_fallen_date,rank
"סמ""ר אלקנה נבון","חטיבת ביסל""ח (828)","נפל בכ""ז באב התשפ""ד (31 באוגוסט 2024)","סמ""ר אלקנה נבון, מפתח תקווה, מפקד כיתה בגדוד 906, חטיבת ביסל""ח, נפל במהלך פעילות מבצעית במרחב חטיבת מנשה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergent Elkana Navon z""l",,https://idf.il/media/a0qj1nke/אלקנה-נבון.jpg,פתח תקווה,מפקד כיתה בגדוד 906,נפל במהלך פעילות מבצעית במרחב חטיבת מנשה,20,2024-01-31,
יוחאי חי גלאם,חטיבת ירושלים (16),"נפל בכ""ד באב התשפ""ד (28 באוגוסט 2024)","רס""ר (במיל') יוחאי חי גלאם, מנתניה, לוחם בגדס""ר 6310, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 32 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Yohay Hay Glam z""l",,https://idf.il/media/lq1la0ms/יוחאי-חי-גלאם-עדכני.jpeg,נתניה,"לוחם בגדס""ר 6310",,32,2024-01-28,"רס""ר"
"סמ""ר עמית פרידמן","חטיבת הנח""ל","נפל בכ""ג באב התשפ""ד (27 באוגוסט 2024)","סמ""ר עמית פרידמן, מאור יהודה, לוחם בגדוד 932, חטיבת הנח""ל, נפל בקרב בדרום רצועת עזה, בן 19 בנופלו

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergent Amit Friedman z""l",,https://idf.il/media/y0hpdx50/עמית-פרידמן.jpg,אור יהודה,לוחם בגדוד 932,נפל בקרב בדרום רצועת עזה,19,2024-01-27,
שלמה יהונתן חזוט,חטיבת ירושלים (16),"נפל בכ""א באב התשפ""ד (25 באוגוסט 2024)","רס""ר (במיל') שלמה יהונתן חזוט, מאשדוד, לוחם בגדוד 9207, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 36 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Shlomo Yehonatan Hazut z""l",,https://idf.il/media/vr3biarn/whatsapp-image-2024-08-25-at-20-14-28.jpeg,אשדוד,לוחם בגדוד 9207,,36,2024-01-25,"רס""ר"
"סמ""ר דוד משה בן שיטרית",זרוע הים,"נפל בכ""א באב התשפ""ד (25 באוגוסט 2024)","סמ""ר דוד משה בן שיטרית, מגבע בנימין, לוחם בפלגה 914, זרוע הים, נפל בלחימה בצפון, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergent David Moshe Ben Shitrit z""l",,https://idf.il/media/wlsaatcj/דוד-משה-בן-שיטרית.jpg,גבע בנימין,לוחם בפלגה 914,נפל בלחימה בצפון,21,2024-01-25,
"סמ""ר עמית צדיקוב",חטיבת הצנחנים,"נפל בכ' באב התשפ""ד (24 באוגוסט 2024)","סמ""ר עמית צדיקוב, מבית דגן, לוחם בגדוד 202, חטיבת הצנחנים, נפל בקרב בדרום רצועת עזה. בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergent Amit Tsadikov z""l",,https://idf.il/media/kkcks24p/whatsapp-image-2024-08-24-at-23-03-42-2.jpeg,בית דגן,לוחם בגדוד 202,,20,2024-01-24,
"רס""ם  יניב יצחק אורן",חטיבת ירושלים (16),"נפל בי""ט באב התשפ""ד (23 באוגוסט 2024)","רס""ם (במיל') יניב יצחק אורן, מעין גדי, לוחם בגדוד 8119, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 35 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Yaniv Itzhak Oren z""l",,https://idf.il/media/uv3drps5/יניב-יצחק-אורן-זל.jpeg,עין גדי,לוחם בגדוד 8119,,35,2024-01-23,
ניתאי מיטודי,חטיבת ירושלים (16),"נפל בי""ט באב התשפ""ד (23 באוגוסט 2024)","רס""ל (במיל') ניתאי מיטודי, מאשקלון, לוחם בגדס""ר 6310, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 23 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class (res.) Nitai Metodi z""l",,https://idf.il/media/hkvd1xls/ניתאי-מיטודי-זל.jpeg,אשקלון,"לוחם בגדס""ר 6310",נפל בקרב במרכז רצועת עזה,23,2024-01-23,"רס""ל"
דניל פצ'ניוק,חטיבת ירושלים (16),"נפל בי""ט באב התשפ""ד (23 באוגוסט 2024)","רס""ל (במיל') דניל פצ'ניוק, מבת ים, לוחם בגדס""ר 6310, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 26 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class (res.) Danil Pechenyuk z""l",,https://idf.il/media/1dzc011z/רסל-דניל-פצניוק-זל.jpeg,בת ים,"לוחם בגדס""ר 6310",נפל בקרב במרכז רצועת עזה,26,2024-01-23,"רס""ל"
אביתר עטואר,חטיבת ירושלים (16),"נפל בי""ט באב התשפ""ד (23 באוגוסט 2024)","רס""ל (במיל') אביתר עטואר, מראש העין, לוחם בגדס""ר 6310, חטיבת ירושלים (16), נפל בקרב במרכז רצועת עזה. בן 24 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class (res.) Evyatar Atuar z""l",,https://idf.il/media/54ibrdq0/אביתר-עטואר.jpeg,ראש העין,"לוחם בגדס""ר 6310",נפל בקרב במרכז רצועת עזה,24,2024-01-23,"רס""ל"
אורי נחמיה אשכנזי,עוצבת עקבות הברזל (401),"נפל בי""ח באב התשפ""ד (22 באוגוסט 2024)","סמל אורי נחמיה אשכנזי, מאשקלון, לוחם בגדוד 46, עוצבת 'עקבות הברזל' (401), נפל בקרב בדרום רצועת עזה. בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Ori Ashkenazi Nechemya z""l",,https://idf.il/media/1cxdqxl4/אורי-נחמיה-אשכנזי.jpeg,אשקלון,לוחם בגדוד 46,נפל בקרב במרכז רצועת עזה,19,2024-01-22,סמל
שחר בן נון,חטיבת הצנחנים,"נפל בט""ו באב התשפ""ד (19 באוגוסט 2024)","סגן שחר בן נון, מפתח תקווה, מפקד צוות בסיירת צנחנים, חטיבת הצנחנים, נפל בקרב בדרום רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סג""ם לדרגת סגן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Lieutenant Shahar Ben Nun z""l",,https://idf.il/media/311bzh2m/whatsapp-image-2024-08-19-at-20-08-11.jpeg,פתח תקווה,מפקד צוות בסיירת צנחנים,נפל בקרב בדרום רצועת עזה,21,2024-01-19,סגן
מחמוד עמרייה,עוצבת ברעם (300),"נפל בט""ו באב התשפ""ד (19 באוגוסט 2024)","רנ""ג מחמוד עמרייה, מאבטין, גשש בעוצבת ברעם (300), חיל הגנת הגבולות, נפל בלחימה בצפון. בן 45 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רס""ב לדרגת רנ""ג לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Chief warrant officer Mahmood Amaria z""l",,https://idf.il/media/v25fmbes/candle.png,אבטין,גשש בעוצבת ברעם (300),נפל בלחימה בצפון,45,2024-01-19,"רנ""ג"
"רס""ם  מרדכי יוסף בן שועם",חטיבת ירושלים (16),"נפל בי""ג באב התשפ""ד (17 באוגוסט 2024)","רס""ם (במיל') מרדכי יוסף בן שועם, מגבע בנימין, נהג משא כבד בגדוד 8119, חטיבת ירושלים (16), חיל הלוגיסטיקה, נפל בקרב במרכז רצועת עזה. בן 34 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Mordechai Yosef Ben Shoam z""l",,https://idf.il/media/3g1p3iie/whatsapp-image-2024-08-17-at-21-34-10.jpeg,גבע בנימין,נהג משא כבד בגדוד 8119,נפל בקרב במרכז רצועת עזה,34,2024-01-17,
"רס""ן  יותם יצחק פלד",חטיבת ירושלים (16),"נפל בי""ג באב התשפ""ד (17 באוגוסט 2024)","רס""ן (במיל') יותם יצחק פלד, מראש העין, מפקד פלוגת סיוע מנהלתית בגדוד 8119, חטיבת ירושלים (16), חיל הלוגיסטיקה, נפל בקרב במרכז רצועת עזה. בן 34 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Yotam Itzhak Peled z""l",,https://idf.il/media/0cfo1zpf/יותם-יצחק-פלד-זל.jpeg,ראש העין,מפקד פלוגת סיוע מנהלתית בגדוד 8119,נפל בקרב במרכז רצועת עזה,34,2024-01-17,
עומר גינזבורג,חטיבת הצנחנים,"נפל בז' באב התשפ""ד (11 באוגוסט 2024)","סמל עומר גינזבורג, מקריית טבעון, לוחם בגדוד 101, חטיבת הצנחנים, נפל בקרב בדרום רצועת עזה, בן 19 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Omer Ginzburg z""l",,https://idf.il/media/5k1bj3b0/עומר-גינזבורג.jpeg,קריית טבעון,לוחם בגדוד 101,נפל בקרב בדרום רצועת עזה,19,2024-01-11,סמל
יונתן אהרן גרינבלט,חטיבת גבעתי,"נפל בכ""א בתמוז התשפ""ד (27 ביולי 2024)","סמל יונתן אהרן גרינבלט, מבית שמש, לוחם בגדוד שקד, חטיבת גבעתי, נפטר מפצעיו לאחר שנפצע באורח קשה בתאריך 20.7.2024 בקרב בדרום רצועת עזה. בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Yonatan Aharon Greenblatt z""l",,https://idf.il/media/ytgl4yqi/whatsapp-image-2024-07-28-at-00-17-21-1.jpeg,בית שמש,לוחם בגדוד שקד,,21,2024-01-27,סמל
"סמ""ר  מוטי רווה",חטיבת גבעתי,"נפל בי""ט בתמוז התשפ""ד (25 ביולי 2024)","סמ""ר (במיל') מוטי רווה, משני, לוחם מפעיל צמ""ה, חטיבת גבעתי, נפל בקרב בדרום רצועת עזה. בן 37 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת טוראי לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant (res.) Moti Rave z""l",,https://idf.il/media/qo3oio42/מוטי-רווה.jpg,שני,"לוחם מפעיל צמ""ה",נפל בקרב בדרום רצועת עזה,37,2024-01-25,
"סמ""ר נועם דואק",עוצבת עקבות הברזל (401),"נפל בי""ט בתמוז התשפ""ד (25 ביולי 2024)","סמ""ר נועם דואק, מקריית מוצקין, לוחם שריון בגדוד 9, עוצבת 'עקבות הברזל' (401), נפל בקרב בדרום רצועת עזה. בן 19 בנופלו.

הודעה נמסרה למשפחתו.

במותו הועלה לדרגת סמ""ר

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Noam Douek z""l",,https://idf.il/media/aspf4nkt/noamdouek.jpg,קריית מוצקין,לוחם שריון בגדוד 9,נפל בקרב בדרום רצועת עזה,19,2024-01-25,
אורן גולדין,חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ר (במיל') אורן גולדין, מניר יצחק, חבר כיתת הכוננות ביישוב, בן 33 בנופלו.

הודעה נמסרה למשפחתו.

הועלה לדרגת רס""ר במותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Oren Goldin Katz z""l",,https://idf.il/media/ntbgapko/whatsapp-image-2024-07-25-at-12-50-32-1.jpeg,ניר יצחק,חבר כיתת הכוננות ביישוב,,33,2023-01-07,"רס""ר"
"רס""ם  רביד אריה כץ",חיל הגנת הגבולות,"נפל בכ""ב בתשרי התשפ""ד (07 באוקטובר 2023)","רס""ם (במיל') רביד אריה כץ, מניר עוז, חבר כיתת הכוננות ביישוב, בן 51 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Ravid Aryeh Katz z""l",,https://idf.il/media/xgzdn5mo/whatsapp-image-2024-07-25-at-12-50-32.jpeg,ניר עוז,חבר כיתת הכוננות ביישוב,,51,2023-01-07,
אריאל טופז,אגף המודיעין,"נפל בי""ח בתמוז התשפ""ד (24 ביולי 2024)","סרן אריאל טופז, מפרדס חנה, קצין מודיעין בחטיבת המחקר, נפטר מפצעיו לאחר שנפצע באורח קשה בתאריך 14.07.2024 בפיגוע בצומת ניר צבי שבסמוך לבסיס צריפין במרכז הארץ, בן 24 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Ariel Topaz z""l",,https://idf.il/media/mosf0sr2/אריאל-טופז.jpeg,פרדס חנה,קצין מודיעין בחטיבת המחקר,,24,2024-01-24,סרן
אפרים בן עמרם,עוצבת ברק (188),"נפל בי""ב בתמוז התשפ""ד (18 ביולי 2024)","רס""ל (במיל') אפרים בן עמרם בן 25, מיסוד המעלה, לוחם בגדוד 53, עוצבת 'ברק' (188), נפטר מפצעיו לאחר שנפצע באורח קשה בתאריך 30.6.2024 כתוצאה מנפילת כטב""ם במרחב צפון רמת הגולן, בן 25 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמ""ר (במיל') לדרגת רס""ל (במיל') לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant first class (res.) Efraim Ben Amram z""l",,https://idf.il/media/3ujdkeda/אפרים-בן-עמרם.jpeg,יסוד המעלה,לוחם בגדוד 53,,25,2024-01-18,"רס""ל"
ולרי צ'פונוב,חטיבת אלון (228),"נפל בה' בתמוז התשפ""ד (11 ביולי 2024)","רס""ר (במיל') ולרי צ'פנוב, מנתניה, קצין הרכב של גדוד 9308, חטיבת אלון (228), נפל בלחימה בצפון, בן 33 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Valeri Chefonov z""l",,https://idf.il/media/qvplzdx4/ולרי-צפנוב-זל.jpeg,נתניה,קצין הרכב של גדוד 9308,נפל בלחימה בצפון,33,2024-01-11,"רס""ר"
